Id	Text	Label	Entities	Entities_Details
1245352749736136704	day 20: .@user and experts from .@user report based on models that the us can expect between 100,000 and 240,000 deaths from covid-19 or coronavirus. that’s not a typo and i wish it was. i encourage you. stay home! 240,000 deaths is if we stay away from each other. 1/2	UNINFORMATIVE	CARDINAL GPE CARDINAL DATE CARDINAL CARDINAL	20/CARDINAL us/GPE between_100,000_and_240,000/CARDINAL covid-19/DATE 240,000/CARDINAL 1/2/CARDINAL
1240718425334390784	"greetings, please be advised that an individual in [my office suite] possibly encountered someone... who may have tested positive for the coronavirus last week. hmph. a lot of ""maybe"" &amp; ""possibly"" to worry much about... *starts humming ""if i die young"" by the band perry*"	UNINFORMATIVE	DATE PERSON	last_week/DATE perry/PERSON
1246316674376036352	@user @user @user “look, 1150 deaths caused from the covid-19 in the u.s.…” there are 7,402 deaths in the us. on dec. 27, 2019, dr. zhang jixian, head of the respiratory department at hubei provincial hospital, reported to health officials in china that a novel coronavirus caused the disease.	INFORMATIVE	CARDINAL LOC GPE CARDINAL GPE DATE PERSON ORG ORG GPE	1150/CARDINAL covid-19/LOC u.s./GPE 7,402/CARDINAL us/GPE dec._27,_2019/DATE zhang_jixian/PERSON the_respiratory_department/ORG hubei_provincial_hospital/ORG china/GPE
1236100556541706240	pretty wild that some of the first hundred us cases of #coronavirus is in major #biotech #pharma watch a #conspiracy theory develop around how industry planted #covidー19 somehow or another $biib can’t seem to catch a break between this #aducanumab and executives leaving	UNINFORMATIVE	ORDINAL CARDINAL	first/ORDINAL hundred/CARDINAL
1236260790178476038	more illegal payments by lawmaker anri kawai campaign suspected. abc abe afp ap bbc cbs cnn corona covid-19 dick fnn fox ft games greta ioc issues jnn money nbc news nhk nnn ntv nyt post real reuters rt see sun tbs time timing trump truth virus view watch who wp 😂 😭 🤣 😅 😱	UNINFORMATIVE	PERSON ORG ORG ORG PERSON ORG ORG ORG PERSON PRODUCT PERSON	anri_kawai/PERSON abc/ORG afp_ap/ORG cnn_corona_covid-19_dick/ORG greta_ioc/PERSON nbc_news/ORG nhk_nnn/ORG ntv_nyt/ORG reuters_rt/PERSON sun_tbs/PRODUCT 🤣/PERSON
1245853945240498182	in the time of coronavirus utah’s gop congresscritters jump to aid their donor oil and gas buddies. ordinary utahns, who are losing jobs and health insurance, can wait @user httpurl	UNINFORMATIVE	GPE ORG ORG	utah/GPE gop/ORG utahns/ORG
1244063464609460225	#covid19 zero deaths today 5,651 more cases and 60 dead and counting. shipping that #ppe out was either gross negligence or a total failure to heed the pandemic warning and an egregious underestimation of what would befall canada. for weeks we've heard the	INFORMATIVE	MONEY DATE CARDINAL CARDINAL GPE DATE	#covid19_zero/MONEY today/DATE 5,651/CARDINAL 60/CARDINAL canada/GPE weeks/DATE
1237876880943878146	@user what's he blaming my people for? mexico only has 6 cases of covid. at this point, we'd be willing to put up the wall. i hate that pendejo.	INFORMATIVE	GPE CARDINAL NORP PERSON	mexico/GPE 6/CARDINAL covid/NORP pendejo/PERSON
1246905325778800641	"cbc: british prime minister boris johnson was admitted to hospital for tests on sunday in what downing street said was a ""precautionary step"" because he was showing persistent symptoms of coronavirus 10 days after testing positive for the virus. httpurl"	INFORMATIVE	ORG NORP PERSON DATE DATE	cbc/ORG british/NORP boris_johnson/PERSON sunday/DATE 10_days/DATE
1251895823094276096	"almost 4600 people died just yesterday from covid 19 here in us 😥 this is from an er nurse named amy elizabeth: ""i am posting, for once, about something other than my dog. i have seen 4 patients die, 5 get… httpurl"	INFORMATIVE	CARDINAL DATE ORG PERSON CARDINAL CARDINAL	almost_4600/CARDINAL yesterday/DATE covid_19/ORG amy_elizabeth/PERSON 4/CARDINAL 5/CARDINAL
1248325882432847874	@user @user 79 covid related deaths in oklahoma. why are they in lock down?! under 200 in va, locked down till june 10th. this is insane!	INFORMATIVE	CARDINAL ORG GPE CARDINAL GPE DATE	79/CARDINAL covid_related/ORG oklahoma/GPE 200/CARDINAL va/GPE june_10th/DATE
1251442019467026433	@user 1. the bbc report did quote a doctor who said on condition of anonymity that there are cases where patients arrived dead dur to respiratory disorder, but were not even tested. 2. wld anyone have access to data of deaths caused due non-covid reasons, other than govt? @user	UNINFORMATIVE	CARDINAL ORG CARDINAL	1/CARDINAL bbc/ORG 2/CARDINAL
1240646791261028352	sheffield city council have confirmed no business rates payments will be requested in april httpurl #sheffieldissuper #covid19uk	UNINFORMATIVE	ORG DATE MONEY	sheffield_city_council/ORG april/DATE #sheffieldissuper_#/MONEY
1241134390853480451	the first recovered #covid_19 patient in the province of modena ( italy ), a 95 years old grandmother. some positive news amidst the chaos. #salutecoronafighters httpurl	INFORMATIVE	ORDINAL GPE GPE DATE	first/ORDINAL modena/GPE italy/GPE 95_years_old/DATE
1241185280889106438	@user @user i'd like to remind you: i am a prison wife and my husband has a coronavirus gun to his head and our govt is pulling the trigger. thanks for coming to my ted talk.	UNINFORMATIVE		
1246351929539584000	how does a nonstop 10-day, 24-hour telethon with performances from entertainers, musicians, poets, and artists sound to ya? furball makes it real. tune in to the mamatay kang hayup na covid ka! livestream on httpurl from april 4 at 6pm until april 14, 11:59pm! ⚡️ httpurl	UNINFORMATIVE	DATE TIME ORG DATE TIME DATE DATE PERSON	10-day/DATE 24-hour/TIME mamatay_kang_hayup_na_covid_ka/ORG april_4/DATE 6pm/TIME april_14/DATE 11:59pm/DATE ⚡/PERSON
1242384642365198336	no charge on any debit card withdrawal from any bank and no minimum bank balance required for next three months : @user the three months is a good signal to work with for all our planning i suspect. #coronavirus #india.	UNINFORMATIVE	DATE DATE MONEY GPE	next_three_months/DATE the_three_months/DATE #coronavirus_#/MONEY india/GPE
1240296214282661889	@user @user this coronavirus crisis is the biggest boost to joe biden’s campaign than anything biden could do or say himself. not only does it reduce his public campaigning, thereby reducing chances to put his 🦶 in his mouth but puts joe/hunter biden investigation in the rear view mirror.	UNINFORMATIVE	PERSON PERSON PERSON	joe_biden/PERSON biden/PERSON joe/hunter_biden/PERSON
1236426628919521281	@user coronavirus is also trump's (not bush's) katrina. trump took out a full page add on front pages of nola newspapers on the friday before the hurricane hit, then kept promoting his proposed luxury high rise during rescue &amp; recovery, without donating his time or a dime to relief.	UNINFORMATIVE	PERSON PERSON PERSON ORG DATE ORG	bush/PERSON katrina/PERSON trump/PERSON nola/ORG friday/DATE rescue_&amp/ORG
1236099913735233536	@user @user facebook, google, several others have cancelled large events here in california. and now we have that ship sitting offshore san francisco. state of emergency called in the state. sorry abt austin. coronavirus aside? i'll have a bamf ladies tonight, please - just because. #inners	UNINFORMATIVE	ORG GPE GPE PERSON TIME	google/ORG california/GPE san_francisco/GPE austin/PERSON tonight/TIME
1241530417674674176	he's infected with the a disease which is much more virulent than covid-19: trump derangement syndrome. y? bc it influences millions of others with tds and drives them to venomous outbursts and violence toward those who don't have it.	UNINFORMATIVE	DATE CARDINAL ORG	covid-19/DATE millions/CARDINAL tds/ORG
1245819055887572996	equities in mainland china seem to be insulated from the world. beyond the positive news on the control of coronavirus spread, recent data has been disappointing, so it's hard to understand the reason for such resilience - @user gary ng &gt;&gt; httpurl httpurl	UNINFORMATIVE	GPE PERSON	china/GPE gary_ng_&gt;&gt/PERSON
1241789071724359680	coronavirus cases rising in mass. because testing capabilities increasing dramatically, gov. baker says httpurl httpurl	UNINFORMATIVE	PERSON	baker/PERSON
1242016817863892992	1/2 some good news and some bad news , new record in testing yesterday 45k test performed yesterday. washington state recovery rates are increasing , 94% of test are negative , above the current national avg of 89% . #covid19 #covid19us #coronavirus #coronavirusupdate httpurl	INFORMATIVE	CARDINAL DATE DATE ORG PERCENT PERCENT MONEY	1/2/CARDINAL yesterday/DATE yesterday/DATE washington_state/ORG 94%/PERCENT 89%/PERCENT #covid19_#covid19us_#/MONEY
1250874854053523457	"on the basic covid-19 data: newsom says 69 deaths in california over the past 24 hours. a reminder that ""we're not out of the woods, that we need to continue to be vigilant,"" newsom says. (note that kind of caution for ca context when we hear from trump later today.)"	INFORMATIVE	PERSON CARDINAL GPE TIME PERSON PERSON TIME	newsom/PERSON 69/CARDINAL california/GPE the_past_24_hours/TIME newsom/PERSON trump/PERSON later_today/TIME
1241491712830251008	outbreak at heritage green after second case of #covid-19 at stoney creek long term care home. #burlon declares a state of emergency. mcdonald's closes #hamont store on rymal road after employee tests positive for #coronavirus httpurl	INFORMATIVE	ORDINAL MONEY FAC PERSON ORG MONEY NORP CARDINAL	second/ORDINAL covid-19/MONEY stoney_creek/FAC #burlon/PERSON mcdonald's/ORG hamont/MONEY rymal/NORP #/CARDINAL
1245961766246518788	that smile! what a sacrifice to make. my heart hurts. thank you dr alfa saadu for caring. 🙏🏾 top nhs doctor alfa saadu dies from #coronavirus after returning from retirement httpurl #nhsheroes #pleasestayhome httpurl	UNINFORMATIVE	PERSON ORG ORG ORG MONEY	alfa_saadu/PERSON 🙏🏾/ORG nhs/ORG alfa_saadu/ORG #nhsheroes_#/MONEY
1251078589707161601	currently 32000+ deaths and their talking spreading it far and wide...bbc news - coronavirus: trump unveils plan to reopen states in phases httpurl	INFORMATIVE	CARDINAL ORG PERSON	32000/CARDINAL bbc_news/ORG trump_unveils/PERSON
1235500091504332801	visit our dedicated hub for latest updates on the covid-19 situation, including how we are supporting the association of interational retail #air in planning for our economic recovery. #covid_19 #retail httpurl	UNINFORMATIVE	GPE	covid-19/GPE
1245798144056725505	.@user associate moh says it's a little early to understand data on covid-19 cases. 50% certainty - between 1,547 and 5,644 cases of covid-19 in ottawa 95% certainty - between 295 cases and 17,000 cases of covid-19. there are 252 confirmed cases in ottawa #ottnews	INFORMATIVE	PERSON GPE PERCENT CARDINAL DATE GPE PERCENT CARDINAL CARDINAL DATE CARDINAL GPE	moh/PERSON covid-19/GPE 50%/PERCENT between_1,547_and_5,644/CARDINAL covid-19/DATE ottawa/GPE 95%/PERCENT 295/CARDINAL 17,000/CARDINAL covid-19/DATE 252/CARDINAL ottawa/GPE
1247644123370336256	according to thl, samples have been taken from 34,900 in #finland (approximately 2,100 more than the previous day). to date, 2,308 have tested positive, 1,438 in the helsinki-uusimaa region #coronavirus kills 7 more people in finland 🖋 @user httpurl	INFORMATIVE	ORG CARDINAL GPE CARDINAL DATE CARDINAL CARDINAL GPE GPE CARDINAL GPE	thl/ORG 34,900/CARDINAL #finland/GPE approximately_2,100/CARDINAL more_than_the_previous_day/DATE 2,308/CARDINAL 1,438/CARDINAL helsinki/GPE uusimaa/GPE 7/CARDINAL finland/GPE
1244623519675289601	the us has officially overtaken italy &amp; spain in the number of positive #coronavirus cases. here are the stats as of 30 march according to httpurl 🇺🇸 142,793 🇮🇹 97,689 🇪🇸 85,195 🇨🇳 81,470 italy still has highest total deaths at 10,779 global deaths = 35,018	INFORMATIVE	GPE ORG GPE CARDINAL CARDINAL CARDINAL CARDINAL ORG CARDINAL GPE CARDINAL CARDINAL	us/GPE italy_&amp/ORG spain/GPE #/CARDINAL 30/CARDINAL 142,793/CARDINAL 97,689/CARDINAL 🇸_85,195/ORG 81,470/CARDINAL italy/GPE 10,779/CARDINAL 35,018/CARDINAL
1239890889683505154	vergeire on dzmm also said that there are now 14 #covid19 fatalities (2 more than yesterday) and 6 people who have recovered. | via @user	INFORMATIVE	ORG PERSON CARDINAL CARDINAL CARDINAL	vergeire/ORG dzmm/PERSON 14/CARDINAL 2/CARDINAL 6/CARDINAL
1246023386935046145	we have to think very carefully about what really is fire &amp; safety critical work the consequence of infection exposures are significant considerations nursing home linked to dozens of covid-19 deaths faces $611,325 fine : coronavirus live updates : npr httpurl	UNINFORMATIVE	ORG CARDINAL CARDINAL MONEY ORG	fire_&amp/ORG dozens/CARDINAL covid-19/CARDINAL 611,325/MONEY npr/ORG
1241037285203890177	✅ coronavirus brevard county updates: 2 confirmed cases reported in county; more cases 'likely' in coming days - florida today 👌 👉 httpurl 🚩 #medical #groupzirigoza	INFORMATIVE	GPE GPE CARDINAL DATE	✅/GPE brevard_county/GPE 2/CARDINAL today/DATE
1245862580612026369	.@user reports that vt cheesemakers have lost approx. 50% in sales due to covid-19, in some cases higher. you can support the vt cheese industry w. the council’s online directory to find where you can buy vt cheese &amp; have them shipped to you @ httpurl	UNINFORMATIVE	ORG PERCENT GPE ORG	vt_cheesemakers/ORG 50%/PERCENT covid-19/GPE vt_cheese_&amp/ORG
1236445285922078720	"cpac attendee has coronavirus. too few kits to get any real numbers. stock market is plunging. afghanistan ""peace deal"" blows up. erik prince hired actual spies to infiltrate dem groups. republicans want fake investigations into hunter. barr lied about mueller report. bottom yet?"	INFORMATIVE	ORG GPE PERSON ORG NORP PERSON PERSON	cpac/ORG afghanistan/GPE erik_prince/PERSON dem/ORG republicans/NORP barr/PERSON mueller/PERSON
1241104402741710848	#iran's deputy health minister ali-reza raeesi said on friday that the cases of #covid_19 infection reached 19,644 with death toll having mounted to 1,433 in the country.	INFORMATIVE	GPE PERSON DATE CARDINAL CARDINAL	iran/GPE ali-reza_raeesi/PERSON friday/DATE 19,644/CARDINAL 1,433/CARDINAL
1245793541944741888	@user yasss! i definitely would love to have you involved. either we are going to have to collect data or hope that there are data collected on the covid19 cases. puerto rico is always left out the sdoh conversation by u.s. researchers.	UNINFORMATIVE	PERSON GPE GPE GPE	yasss/PERSON puerto_rico/GPE sdoh/GPE u.s./GPE
1236094875482742784	"trump described washington gov. jay inslee as ""a snake"" on friday, a day after inslee, vice president mike pence and state officials held a harmonious meeting to discuss covid-19 in a state which has recorded 80 cases and 14 deaths in the state. httpurl"	INFORMATIVE	ORG GPE PERSON DATE DATE ORG PERSON DATE CARDINAL CARDINAL	trump/ORG washington_gov/GPE jay_inslee/PERSON friday/DATE a_day/DATE inslee/ORG mike_pence/PERSON covid-19/DATE 80/CARDINAL 14/CARDINAL
1236610323228000264	more firms in #china's #chengdu (southern #sichuan province) &amp; #shenzhen (guangdong province, hq of #huawei, #dji, ...) return to work, even run sunday shifts to recover, china colleagues tell me. #travel plans, engagements, #weddings, however, remain postponed. #covidー19	UNINFORMATIVE	GPE GPE ORG ORG PERSON DATE GPE	china/GPE guangdong_province/GPE hq/ORG huawei/ORG #dji/PERSON sunday/DATE china/GPE
1245949686919258113	the who has utterly failed. its sycophantic relationship with china robbed govt’s.of vital covid-19 warnings 2 mths prior &amp; later became a death 💀 sentence for 10’s of thousands of httpurl what info did the who have when it buried the severity of covid-19? httpurl	UNINFORMATIVE	GPE DATE CARDINAL DATE DATE	china/GPE 2_mths/DATE 💀/CARDINAL 10’s_of_thousands_of/DATE covid-19/DATE
1240617380625231873	the fallout for barbados from the novel carona virus, or covid19. a thread. 1. the hospitality sector and their employees should start the feel the negative impacts of this virus, resulting in long lay off periods for approximately 2-8 weeks, and may be longer.	UNINFORMATIVE	GPE PERSON CARDINAL	barbados/GPE carona/PERSON 1/CARDINAL
1248291741284700161	disturbing photos show covid-19 patients being stacked on evacuation buses to be driven between nyc's overwhelmed hospitals while more body bags are wheeled out to refrigerated trucks after 1,000 died in the city in 36 hours(20 pics) - stationgossip httpurl	INFORMATIVE	DATE GPE CARDINAL CARDINAL WORK_OF_ART	covid-19/DATE nyc/GPE 1,000/CARDINAL 36/CARDINAL hours(20_pics)_-_stationgossip/WORK_OF_ART
1243254824776404994	former ogun state commissioner for sports bukọ́lá ọlọ́padé has announced he has tested positive for #covid his sample was taken two days ago, with result showing positive today. source: nsm httpurl	INFORMATIVE	GPE ORG DATE DATE	ogun/GPE sports_bukọ́lá_ọlọ́padé/ORG two_days_ago/DATE today/DATE
1235763310399754241	i know it would probably be tough to organize (at least in public) with the #coronavirus issue going on, but after the #nashvilletornado (and other tornadoes in #middletn), are any concerts or telethons planned for relief and recovery?	UNINFORMATIVE	GPE	#middletn/GPE
1235649684745719808	state health commissioner: kentucky likely will have coronavirus case at some point, advises local governments, businesses to designate staffer to regularly monitor state and federal online information sites httpurl	UNINFORMATIVE	GPE	kentucky/GPE
1244290982780104706	dr. fauci: u.s. could see ‘100,000 to 200,000’ coronavirus deaths, isolation should continue as long as case numbers are rising httpurl via the daily wire httpurl	UNINFORMATIVE	PERSON GPE CARDINAL DATE	fauci/PERSON u.s./GPE 100,000/CARDINAL daily/DATE
1245814261357654016	double heartbreak in one family. 84 yr-old retired aps teacher ernestine mann dies of covid19, her sister is in critical condition with the same disease. their story tonight at 5 &amp; 6. @user httpurl	INFORMATIVE	CARDINAL ORG PERSON TIME FAC CARDINAL	one/CARDINAL aps/ORG ernestine_mann/PERSON tonight/TIME 5_&amp/FAC 6/CARDINAL
1247237639830265861	“deputy for health in zahedan said yesterday positive cases/deaths from #coronavirus have doubled &amp; social distancing must remain. hours later rouhani said things here were ‘condition white’. in truth they’re always ‘condition red’.” from community member in sistan &amp; baluchestan httpurl	UNINFORMATIVE	ORG DATE ORG TIME PERSON ORG	zahedan/ORG yesterday/DATE &amp/ORG hours/TIME rouhani/PERSON sistan_&amp/ORG
1238431658161946626	i don’t know how other states have been handling the covid-19 outbreak, but as soon as we had 2 confirmed cases gov. whitmer declares a state of emergency and went into action.	INFORMATIVE	CARDINAL PERSON	2/CARDINAL whitmer/PERSON
1246388166585712640	new leader of the #labourparty &amp; now this&gt;&gt;&gt; coronavirus: 13 care home residents die after suspected covid-19 outbreak httpurl what does #bbcnews run with? footballfcous - who is playing today? no one are right	INFORMATIVE	ORG CARDINAL CARDINAL DATE	the_#labourparty_&amp/ORG 13/CARDINAL covid-19/CARDINAL today/DATE
1241594205702627328	juventus confirmed on saturday that a third player had tested positive for the coronavirus, while ac milan legend paolo maldini and his son also contracted the virus. #slint httpurl	INFORMATIVE	ORG DATE ORDINAL ORG PERSON PERSON	juventus/ORG saturday/DATE third/ORDINAL ac_milan/ORG paolo_maldini/PERSON #slint/PERSON
1248994499868725249	heartbreaking. child, 11, dies with coronavirus as uk death toll rises 917 to 9,875 - 63 lower than day before. httpurl via @user	INFORMATIVE	DATE GPE CARDINAL CARDINAL	11/DATE uk/GPE 917/CARDINAL 9,875/CARDINAL
1241804528518860801	this is lee health’s count and doesn’t include the total number of positive cases in the community. the florida department of health is reporting out the total count on their dashboard. ·we have 66 employees quarantined at home, none have tested positive for covid-19. (2/2)	INFORMATIVE	PERSON ORG CARDINAL DATE CARDINAL	lee/PERSON the_florida_department_of_health/ORG 66/CARDINAL covid-19/DATE 2/2/CARDINAL
1241524236012969985	httpurl he was negative for covid-19 but they need to test him again. fell jogging &gt; pneumonia &gt; now critical condition. that’s not normal	INFORMATIVE	DATE ORG	covid-19/DATE pneumonia_&gt/ORG
1245803503580098560	goodevening #newsgang, the problem in brenda &amp; brian case, is that if you repeatedly lie even in small matters like gov officials do, nobody will ever take you seriously even when the heavens will truly be falling. covid-19 #coronaviruske	UNINFORMATIVE	PERSON ORG PERSON ORG GPE	goodevening_#newsgang/PERSON brenda_&amp/ORG brian_case/PERSON gov/ORG covid-19/GPE
1245782158356160512	@user post-test probability shouldn’t go to 0 in suspected case—ards w pna is covid till proven o/w	UNINFORMATIVE	CARDINAL ORG NORP	0/CARDINAL ards_w_pna/ORG covid/NORP
1251346455262093313	4,600 u.s. coronavirus deaths were recorded thursday, nearly double wednesday's record high httpurl via @user so, naturally our #socalledpresident says it's time to open for business.	INFORMATIVE	CARDINAL GPE DATE DATE	4,600/CARDINAL u.s./GPE thursday/DATE wednesday/DATE
1247081968442863616	watch: cebu doctors hospital staff cheer as they send home 69-year-old estrella huang, its very first patient who recovered from covid-19. huang is an internal medicine specialist. | video courtesy of dr. yong larrazabal #thefreeman httpurl	INFORMATIVE	ORG DATE PERSON ORDINAL DATE PERSON PERSON	cebu_doctors_hospital/ORG 69-year-old/DATE estrella_huang/PERSON first/ORDINAL covid-19/DATE huang/PERSON yong_larrazabal_#thefreeman/PERSON
1235734427499544576	@user i have a question for dr's gupta &amp; fauci: if you get coronavirus &amp; recover is it possible to get sick from it a 2nd time?	UNINFORMATIVE	ORG PERSON ORG ORDINAL	dr's_gupta_&amp/ORG fauci/PERSON &amp/ORG 2nd/ORDINAL
1247487625872711680	several recent stories have said china hawks in trump white house were among those alarmed by the new coronavirus. pottinger was one. here, @user reports that anti-free-trade adviser peter navarro was another — he wrote a memo in late jan. on deaths. httpurl	UNINFORMATIVE	ORG ORG PERSON PERSON DATE	china_hawks/ORG trump_white_house/ORG pottinger/PERSON peter_navarro/PERSON late_jan/DATE
1236130398658125825	at 12:00 pm on march 6 announced by the ministry of health, labor and welfare (announced by who outside japan) number of people infected with coronavirus in japan total 420 httpurl	INFORMATIVE	TIME DATE ORG GPE GPE CARDINAL	12:00_pm/TIME march_6/DATE the_ministry_of_health/ORG japan/GPE japan/GPE 420/CARDINAL
1236152528720412672	@user china, with a population of 1.3 billion, currently has 50,000 reported cases. please explain how the usa, with a population of 328 million, would have 1 million cases (95% more than china) all needing treatment simultaneously? this line of hysteria helps no one #covid19	INFORMATIVE	GPE CARDINAL CARDINAL GPE CARDINAL CARDINAL PERCENT GPE	china/GPE 1.3_billion/CARDINAL 50,000/CARDINAL usa/GPE 328_million/CARDINAL 1_million/CARDINAL 95%/PERCENT china/GPE
1243114329647521794	two more seriously ill #covid19 patients were flown from #italy to leipzig on wednesday. they are now receiving intensive #medicalcare on site. click here for more information on the #coronacrisis in #germany: httpurl #corona #newsde httpurl	INFORMATIVE	CARDINAL GPE GPE DATE MONEY ORG GPE MONEY	two/CARDINAL #italy/GPE leipzig/GPE wednesday/DATE #medicalcare/MONEY coronacrisis/ORG #germany/GPE #corona_#/MONEY
1246011693492326408	#coronavirus #covid-19 global cases by the center for systems science and engineering (csse) at johns hopkins university @user httpurl this dashboard helps one understand.	UNINFORMATIVE	GPE ORG ORG CARDINAL	csse/GPE johns_hopkins_university/ORG @user/ORG one/CARDINAL
1241818268135981059	covid-19: uganda closes border with kenya uganda on sunday closed its border with kenya at malaba after confirming its first positive coronavirus case, leaving commuters and truck drivers stranded. kilifi mutahi kagwe breaking news httpurl	INFORMATIVE	DATE GPE GPE DATE GPE GPE ORDINAL FAC	covid-19/DATE uganda/GPE kenya_uganda/GPE sunday/DATE kenya/GPE malaba/GPE first/ORDINAL kilifi_mutahi_kagwe_breaking_news/FAC
1245900387799859201	how can you expect the trumps to run a gov when they really know nothing about gov? they are funny to watch but deadly in dealing with covid19. to quote a follower “45 will kill us all!”	UNINFORMATIVE	CARDINAL	45/CARDINAL
1240801477108490240	56% of californians are going to get covid-19?!?!?! let’s break that down: ca population: 39,560,000 million x .56 = 22,153,600 people infected x 0.02 (low estimate) mortality = 443, 072 deaths in california alone. this can not be happening.	UNINFORMATIVE	PERCENT NORP GPE QUANTITY CARDINAL CARDINAL CARDINAL CARDINAL GPE	56%/PERCENT californians/NORP covid-19/GPE 39,560,000_million_x_.56/QUANTITY 22,153,600/CARDINAL 0.02/CARDINAL 443/CARDINAL 072/CARDINAL california/GPE
1247005102830800896	".@user says ""2nd new case is the sister of fiji’s very 1st case, the flight attendant from lautoka. this was a case we have long been expecting. she is the young mother of an existing case, the covid-positive one-year old baby boy"" #fijinews #teamfiji #fijipol #fiji"	INFORMATIVE	ORDINAL GPE GPE NORP DATE MONEY	2nd/ORDINAL fiji/GPE lautoka/GPE covid/NORP one-year_old/DATE #fijinews_#teamfiji_#fijipol_#/MONEY
1246445647194140674	this stupid idiotic hegoat jean paul mira @user was the one who proposed that the unconfirmed covid-19 vaccine should be tested in africa first... i know one day will be one day e go jam talk for where crazy black dey #africansarenotguineapigs httpurl	UNINFORMATIVE	ORG LOC LOC ORDINAL DATE DATE	hegoat_jean_paul_mira_@user/ORG covid-19/LOC africa/LOC first/ORDINAL one_day/DATE one_day/DATE
1246925346735259649	"lee fierro, who was best known for playing mrs. kintner in ""jaws,"" has died of complications caused by #coronavirus. she was 91 years old - mv times (bno news) #covid19 #coronavirusoutbreak"	INFORMATIVE	PERSON PERSON DATE ORG MONEY	lee_fierro/PERSON kintner/PERSON 91_years_old/DATE bno_news/ORG #covid19_#coronavirusoutbreak/MONEY
1239603004824858625	vallance says numbers can double over 5 days. so you can work it out from last week, he says. (last week he said there could be 5-10,000 cases in uk.) he says what would make a huge change would be being able to tell if people had had coronavirus without being aware of it.	UNINFORMATIVE	PERSON DATE DATE DATE CARDINAL GPE	vallance/PERSON 5_days/DATE last_week/DATE last_week/DATE 5-10,000/CARDINAL uk/GPE
1241543492091944962	#breaking: a second person has died from #covid19 in #massachusetts. it's a woman in her 50s from middlesex county. she had pre-existing conditions.	INFORMATIVE	ORDINAL GPE DATE GPE	second/ORDINAL massachusetts/GPE 50s/DATE middlesex_county/GPE
1252177556276740101	how has shanghai with a population of over 30 million people only had around 500 cases of coronavirus and their businesses remain open etc. yet the disease has touched all corners of the world - something isn’t quite right 🤔 #covid19uk	INFORMATIVE	GPE CARDINAL CARDINAL	shanghai/GPE over_30_million/CARDINAL 500/CARDINAL
1236095642079920129	yep we've been behind for many weeks. we are in a crisis here.' the yale professor who said us coronavirus cases were set to 'explode' in coming days warns that america is way behind on testing httpurl	UNINFORMATIVE	DATE ORG DATE GPE	many_weeks/DATE yale/ORG coming_days/DATE america/GPE
1236142828507598848	us - florida: 2 #coronavirus deaths and 2 new presumptive cases - broward county httpurl h/t pathfinder #coronavirusflorida #covid19	INFORMATIVE	GPE GPE CARDINAL CARDINAL GPE ORG	us/GPE florida/GPE 2_#/CARDINAL 2/CARDINAL broward_county/GPE h/t/ORG
1241332547407183877	@user @user address vs action trump has addressed americans on covid-19 almost daily. us has 19,774 + 391 new cases with 275 deaths. boris johnson has addressed the uk 5 times in 4 days. uk has 3,983 cases with 177 deaths. buhari is yet to address nigerians. 12 cases with zero death.	INFORMATIVE	NORP GPE DATE CARDINAL CARDINAL CARDINAL PERSON ORG DATE ORG CARDINAL CARDINAL PERSON NORP CARDINAL CARDINAL	americans/NORP covid-19/GPE almost_daily/DATE 19,774/CARDINAL 391/CARDINAL 275/CARDINAL boris_johnson/PERSON uk_5/ORG 4_days/DATE uk/ORG 3,983/CARDINAL 177/CARDINAL buhari/PERSON nigerians/NORP 12/CARDINAL zero/CARDINAL
1241366310837194752	many of the people who said the chibok abductions were a hoax are the same people who said the italian index case of #covid19 was a scam to steal money- tolu ogunlesi httpurl httpurl	UNINFORMATIVE	NORP	italian/NORP
1251266635232694272	a record 4,591 americans died of coronavirus in the last 24 hours. it's insane that donald trump should be fomenting unrest like this now - or indeed ever. httpurl	INFORMATIVE	CARDINAL NORP TIME PERSON	4,591/CARDINAL americans/NORP the_last_24_hours/TIME donald_trump/PERSON
1241573564932907008	the use of cq surged after its combined use with aziromycin, an effective antibiotic against viruses, produced positive results for #covid-19 patients hydroxychloroquine is a zinc ion ionophore for intracellular delivery which inhibits #sars_cov_2 replication	UNINFORMATIVE	ORG ORG MONEY	cq/ORG aziromycin/ORG covid-19/MONEY
1237770413838610433	warning: blood banks, blood recipients and donors should exercise caution as cases of coronavirus transfusion transmitted infections (ttis) emerge in south korea - thailand medical news httpurl	UNINFORMATIVE	GPE ORG	south_korea/GPE thailand_medical_news/ORG
1241841253345562625	harvey weinstein has coronavirus: omg the monstrous movie mogul, who turned 68 on thursday, is one of two inmates at wende correctional facility in alden, a town just outside of buffalo, according to the niagara gazette.	INFORMATIVE	PERSON CARDINAL DATE CARDINAL CARDINAL FAC GPE GPE ORG	harvey_weinstein/PERSON 68/CARDINAL thursday/DATE one/CARDINAL two/CARDINAL wende_correctional/FAC alden/GPE buffalo/GPE the_niagara_gazette/ORG
